,source_name,source_link,event_id,event_date,event_time,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,photo_link,notes,event_import_source,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude,Year
1813,indiablooms,http://www.indiablooms.com/NewsDetailsPage/newsDetails170810t.php,2261,08/17/2010 08:00:00 AM,,"Hatisur(?), Sevok(Sevoke), Kalimpong sub-division, NH 31A between Siliguri and Gangtok, Sikkim","Sikkim on Tuesday was cut off from the rest of the country following landslides on the main artery, 31A National Highway, linking Gangtok and West Bengal's Siliguri town.  Border Roads Organisation (BRO) officials said the link between Gangtok and Siliguri, the nearest railhead of landlocked Sikkim, was breached early on Tuesday after mudslides washed away a portion of the metal road at Hatisur on Sevok under Kalimpong sub-division, resulting in suspension of traffic of Sikkim and Kalimpong.","Hatisur(?), Sevok(Sevoke), Kalimpong sub-division, NH 31A between Siliguri and Gangtok, Sikkim",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,2261.0,India,IN,Bengal,43000.0,Kālimpang,13.982320000000001,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4445,26.9435,2010
1817,Liveleak.com,http://www.liveleak.com/view?i=6f2_1188615914&c=1,93,06/13/2007 12:00:00 AM,,"Indira Bypass, Amdo Golai","on-duty policeman injured, road blocked by rocks causing closure","Indira Bypass, Amdo Golai",25km,landslide,rain,small,unknown,,,,,,glc,93.0,India,IN,Bengal,515574.0,Shiliguri,3.1541099999999997,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4089,26.7324,2007
1819,The Tribune,http://www.tribuneindia.com/news/himachal/woman-kids-die-in-theog-house-collapse/111662.html,7289,07/26/2015 12:00:00 AM,,Mandi,"Heavy rain caused landslides blocking roads in interiors of Shimla, Chamba, Mandi and Kullu districts and over 100 roads in interior areas were blocked.",Mandi,5km,landslide,continuous_rain,small,above_road,0.0,0.0,,,,glc,7289.0,India,IN,Himachal Pradesh,28217.0,Mandi,0.30774,07/27/2015 06:59:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.9297,31.7085,2015
1828,Indian Express,http://indianexpress.com/article/india/india-news-india/west-bengal-rains-landslips-affect-life-in-north-of-state-3079833/,9603,10/12/2016 12:00:00 AM,,Mirik,Another road also collapsed near Mirik in the district.,Mirik,10km,landslide,downpour,medium,below_road,0.0,0.0,,,,glc,9603.0,India,IN,West Bengal,10109.0,Mirik,1.9688400000000001,10/18/2016 11:37:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.1704,26.8861,2016
1866,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-03-23/guwahati/29178165_1_road-links-rainfall-source,3269,03/22/2011 12:00:00 AM,,"road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh","Mar 23, 2011, 11.15pm IST  ITANAGAR: Floods triggered by incessant rainfall for the last couple of days have snapped road links in several districts of Arunachal Pradesh. The water-level of Lohit and Dehing river have increased by two meters, posing threats to habitations in the catchments areas, a source said here on Wednesday.  Landslides triggered by flashfloods de-linked Hawai, the headquarters of Anjaw district, from the rest of the state on Monday, besides washing away a primary school building and a few houses near Hayuliang.","road from other districts to Hawai(Tawai?) which is  on Lojit river, near Hayuliang,  Anjaw district, Arunachal Pradesh",10km,landslide,downpour,medium,unknown,0.0,,,,,glc,3269.0,India,IN,Arunāchal Pradesh,14927.0,Tezu,43.03855,08/03/2016 08:40:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,96.5242,28.0791,2011
1871,Greater Kashmir,http://aboutkashmir.com/news/2015/Apr/4/weather-improves-but-highway-remains-closed-53.asp,7178,04/03/2015 12:00:00 AM,,"Reshi Mohalla, Tangmarg",There was no loss of life but the landslide damaged a cowshed completely,"Reshi Mohalla, Tangmarg",10km,landslide,continuous_rain,small,other,0.0,0.0,,,,glc,7178.0,India,IN,Kashmir,14711.0,Kupwāra,14.792910000000001,07/13/2015 07:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.4203,34.0604,2015
1873,Times of India,http://timesofindia.indiatimes.com/city/surat/Landslide-in-Valsad-village-no-casualties/articleshow/40670951.cms,6539,08/20/2014 06:00:00 PM,,Korwad village of Dharampur taluka in Valsad district,"A landslide at Korwad village of Dharampur taluka in Valsad district on Wednesday evening blocked the interior road of the hamlet. However, there were no casualties in the incident, district collector Vikrant Pandey said.",Korwad village of Dharampur taluka in Valsad district,25km,landslide,rain,medium,unknown,0.0,0.0,,,,glc,6539.0,India,IN,Gujarat,21207.0,Dharampur,0.42141000000000006,12/16/2014 11:14:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,73.1703,20.5349,2014
1886,ibnlive.in,http://ibnlive.in.com/generalnewsfeed/news/two-killed-as-heavy-rains-lash-uttarakhand/759890.html,3820,07/21/2011 12:00:00 AM,,"Garhwal, Uttarakhand","Dehradun, July 21 (PTI) Two persons were killed and five injured in Uttarakhand, where incessant rains triggered landslides in Garhwal and Kumaon region, blocking several routes and disrupted normal life.Scores of pilgrims were stranded as the debris from landslides was lying on the routes to 'Chardham'-- Yamunotri, Gangotri, Kedarnath and Badrinath, officials said.One person was killed and another injured when the roof of a bus stand collapsed after overnight heavy rains in Chamoli district.In Almora, a jeep skidded off the road and fell into a gorge leaving one person dead and four others injured, they said.In several places, mud house collapsed and crops were were damaged. 16 people have died and 70 have been injured in rain related incidents during this monsoon season.","Garhwal, Uttarakhand",25km,landslide,rain,medium,unknown,1.0,,,,,glc,3820.0,India,IN,Uttarakhand,8247.0,Doiwāla,1.47985,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,78.1123,30.1665,2011
1896,voiceofsikkim.com,http://voiceofsikkim.com/2010/04/18/rains-trigger-major-landslide-at-pani-house/,1755,04/17/2010 03:00:00 PM,,"Natl. Highway 31-A at Pani House(?), Gangtok","Much ahead of the Monsoon, Gangtok is already reeling under the ipact of incessant rains and resultant landslides.  The Gangtok traffic came to a stand still when a major landslide hit the road at Pani House this afternoon. The highway was blocked for several hours when a portion of the wall above Pani House came crashing down leaving hundreds of vehicle stranded off in the National Highway 31- A. It took almost an hour for Deorali OP Police and the local people to clear the debris for traffic.  However, no human causalities were reported except for the minor damage of a Mahindra Bolero which was parked below the landslide area. Besides, the rainwater entered into one of the hotels located at Pani House leaving the owner and the staff panic-stricken.","Natl. Highway 31-A at Pani House(?), Gangtok",5km,landslide,downpour,small,unknown,0.0,,,,,glc,1755.0,India,IN,Sikkim,30700.0,Gangtok,1.00195,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.6083,27.3341,2010
1898,Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA4MjI0OA%3D%3D,6990,06/24/2015 12:00:00 AM,,"New Land (""""New Colony"""")","Incessant rain and heavy downpour took its toll, in the form of huge landslide which destroyed several houses, properties and road connectivity affecting the normal and regular life of the residents here in New Colony, Zunheboto.","New Land (""""New Colony"""")",5km,landslide,continuous_rain,medium,above_road,0.0,0.0,,,,glc,6990.0,India,IN,Nagaland,29499.0,Zunheboto,7.81915,06/26/2015 05:57:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.5466,26.0319,2015
1902,www.kashmirtimes.in,http://www.kashmirtimes.in/newsdet.aspx?q=21471,5332,08/14/2013 12:00:00 AM,,Khanater Village Near Poonch,A report from Poonch said that three members of a family were buried alive in a house collapse when the house was hit by a landslide in village Sanjiote today. They have been identified as 32-year old Shamima Akhtar wife of Mohammed Yunus and her two children Aftab Yunus and Tehseen Yunus. Bodies of the deceased have been retrieved from beneath the debris of the collapsed house.,Khanater Village Near Poonch,50km,landslide,downpour,medium,unknown,,,,,,glc,5332.0,India,IN,Kashmir,28197.0,Pūnch,0.43376000000000003,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,74.0967,33.7705,2013
1904,Tribune,http://www.tribuneindia.com/news/himachal/landslides-block-dharamsala-road/119012.html,7678,08/11/2015 11:00:00 PM,,Himachal Pradesh School Education Board,Landslides blocked Dharamsala-Kangra state highway this morning. A landslide occurred on Himachal Pradesh School Education Board building after heavy rains yesterday night.,Himachal Pradesh School Education Board,1km,landslide,rain,medium,above_road,0.0,0.0,,,,glc,7678.0,India,IN,Himachal Pradesh,19540.0,Dharmsāla,2.59687,05/06/2016 12:31:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.3194,32.1967,2015
1905,articles.timesofindia,http://articles.timesofindia.indiatimes.com/2011-08-10/rajkot/29871537_1_heavy-rainfall-assistant-commandant-crpf,3902,08/09/2011 12:00:00 AM,,"Mount Abu, Harna Hanuman temple","Landslide at Mt Abu after heavy rains TNN Aug 10, 2011, 11.39am IST  OUNT ABU/ PALANPUR: Heavy downpour at Mount Abu triggered off a landslide at Harna Hanuman temple on Tuesday morning blocking the Mount Abu road which connects the hill station with the rest of the country. Thousands of tourists were stranded due to the landslide. By 7 pm, Mount Abu recorded 210 mm rain within 12 hours bringing its total rainfall this season to 752 mm. Mount Abu's Nakki lake was overflowing since Tuesday afternoon.  Power failure added to the woes of the tourists stuck in Mount Abu. And they might be trapped there for some more time as officials said heavy rain was obstructing the work of clearing the road.  Power failure added to the woes of the tourists stuck in Mount Abu. And they might be trapped there for some more time as officials said heavy rain was obstructing the work of clearing the road.","Mount Abu, Harna Hanuman temple",5km,landslide,downpour,medium,unknown,0.0,,,,,glc,3902.0,India,IN,Rajasthan,24981.0,Ābu,0.2478,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,72.7169,24.5958,2011
1909,United Nations Development Programme - Relief Web,http://www.reliefweb.int/rw/RWB.NSF/db900SID/MCON-74J2QF?OpenDocument,98,06/25/2007 12:00:00 AM,,Karimnagar,10 deaths reported b/w Karimnagar and Kurnool,Karimnagar,25km,landslide,rain,medium,unknown,10.0,,,,,glc,98.0,India,IN,Andhra Pradesh,228745.0,Karīmnagar,2.36029,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,79.1492,18.430999999999997,2007
1912,indianexpress,http://www.indianexpress.com/news/Rains--landslides-disrupt-Amarnath-Yatra-again/812403/,3708,07/03/2011 12:00:00 AM,,South of Kashmir,"The Amarnath Yatra was temporarily suspended on Sunday because of the inclement weather and landslides along the yatra route. And as the Met office has predicted more rains in the valley, more interruptions in the annual pilgrimage are likely.  This is for the second time in past three days that the yatra to the high altitude cave shrine in the Himalayas of south Kashmir had to be halted because of the bad weather and landslides .  “There are reports of landslides at several places along the route,” a senior police officer said. “From Sunday morning, we have stopped the pilgrims at the Baltal base camp and have not allow them to move forward”.  The pilgrims to the cave shrine have also been stopped at Chandanwari in Pahalgam and have not been allowed to move ahead because of the rain and thunderstorms.  The pilgrims walking on foot and riding on ponies have been stopped at the base camps whereas, the pilgrims who took the chopper service to the cave shrine were allowed passage. The cho",South of Kashmir,unknown,landslide,downpour,medium,unknown,0.0,,,,,glc,3708.0,India,IN,Kashmir,37475.0,Leh,69.92219,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,76.82600000000001,34.1491,2011
1924,indiavision,http://www.indiavision.com/news/article/national/67832/1/print/,1995,06/16/2010 12:00:00 AM,,Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,"Siliguri, (IANS) At least three people were killed Thursday when a landslide destroyed a house in West Bengal's Darjeeling district, police said. The incident occurred on the Tripi road of Upper Gumfa area in Kalimpong. The dead were identified as Surekha Bhutia (48) and her two children, Debita Bhutia (21) and Sanjong Bhutia (18). Two others in the house were seriously injured, said police officer Puran Subba.",Tripi (Tirpai?) road of Upper Gumfa area in Kalimpong,10km,landslide,rain,medium,unknown,3.0,,,,,glc,1995.0,India,IN,Bengal,43000.0,Kālimpang,1.80243,04/01/2014 12:00:00 AM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,88.4808,27.0765,2010
1938,The Assam Tribune,http://www.assamtribune.com/scripts/detailsnew.asp?id=oct0214/oth052,6222,10/01/2014 11:00:00 AM,,Karsingsa block point,"The incident occurred around 11 am when a group of commuters were crossing the Karsingsa block point on foot towards Banderdewa, the gateway of Arunachal capital, Itanagar, when a massive landslide hit the victims and buried them alive after dragging them for about 100 metres.  The killed have been identified as 22-year-old Gichik Yake (Tagru) and her husband Tagru Tassa (27) of Tali in Kurung Kumey district, Kamgouthang Kipgen (29) and Jhon Kipgen (16) – both hailing from Manipur, and eight-year-old boy Hriky Dekam (Tamin) from Daporijo, Upper Subansiri district. The police later brought the bodies to the Arunachal State Hospital morgue for identification and later handed them over to their relatives after completing all formalities.",Karsingsa block point,5km,landslide,unknown,small,above_road,5.0,0.0,,,,glc,6222.0,India,IN,Arunachal Pradesh,26912.0,Naharlagun,7.80995,10/08/2014 09:31:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,93.7706,27.1249,2014
1944,Nagaland Post,http://www.nagalandpost.com/channelnews/state/StateNews.aspx?news=TkVXUzEwMDA5ODM0Mg%3D%3D,9169,06/12/2016 12:00:00 AM,,"on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India","Location estimated. Due to incessant rain for the last two days multiple landslide and mudslides near Telangsao Hydro project has once again caused blockage to vehicular movement from Mon to Tobu area. According to sources, Hongpi, DPRO Mon, two culverts have been completely washed away by the landslide while multiple mudslides occurred along the roads. He also informed that since the occurance of landslide, the BRO have been engaged to clear the road blockage.  It may be mentioned that there was a major mudslide in this particular area in the month of April. The situation is likely to deteriorate if it continues to rain in the days to come. This particular route is the life line of the Tobu subdivision of Mon district.","on road between Mon and Tobu near Telangsao Hydro project , Nagaland, India",100km,landslide,continuous_rain,unknown,above_road,0.0,0.0,,http://www.nagalandpost.com/cms/newsimages/MWGYGXNTVMJXULIEUCSP_resize.jpg,,glc,9169.0,India,IN,Nagaland,54010.0,Wokha,7.942130000000001,07/25/2016 06:09:00 PM,11/20/2017 03:17:00 PM,02/15/2018 03:51:00 PM,94.2442,26.1677,2016
